title,released_year,rated_class,run_time,stars,total_ratings,genre,summary
How the West Was Won,1962.0,G,2h 44m,7.0,23K,Adventure|War|Western,"A family saga covering several decades of Westward expansion in the 19th century, including the Gold Rush, the Civil War, and the building of the railroads."
12 Feet Deep,2017.0,Not Rated,1h 25m,5.2,17K,Horror|Thriller,Two sisters are trapped under the fiberglass cover of an Olympic sized public pool and must brave the cold and each other to survive the harrowing night.
Finding Dory,2016.0,G,1h 37m,7.2,301K,Animation|Adventure|Comedy,Friendly but forgetful blue tang Dory begins a search for her long-lost parents and everyone learns a few things about the real meaning of family along the way.
MILF,2018.0,TV-MA,1h 41m,4.8,7.2K,Comedy,Three best friends in their forties start a relationship with younger men while on vacation.
American Dreamer,2022.0,,1h 38m,7.2,107,Comedy,Phil's a dreamer. Most dreams don't come true. Phil hates that. But that's not going to stop Phil from dreaming.
Freaky Friday,2003.0,G,1h 37m,6.3,151K,Comedy|Family|Fantasy,"An overworked mother and her daughter did not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday."
The Neon Demon,2016.0,18A,1h 57m,6.1,103K,Horror|Thriller,"An aspiring model, Jesse, is new to Los Angeles. However, her beauty and youth, which generate intense fascination and jealousy within the fashion industry, may prove themselves sinister."
Crimson Peak,2015.0,14A,1h 59m,6.5,157K,Drama|Horror|Mystery,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers."
Reminiscence,2021.0,14A,1h 56m,5.9,65K,Mystery|Romance|Sci-Fi,"Nick Bannister, a private investigator of the mind, navigates the alluring world of the past when his life is changed by new client Mae. A simple case becomes an obsession after she disappears and he fights to learn the truth about her."
Smokey and the Bandit,1977.0,PG,1h 36m,7.0,56K,Action|Adventure|Comedy,"The Bandit is hired on to run a tractor-trailer full of beer over state lines, in hot pursuit by a pesky sheriff."
Kiki's Delivery Service,1989.0,G,1h 43m,7.8,163K,Animation|Family|Fantasy,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service."
Black Dynamite,2009.0,14A,1h 24m,7.4,52K,Action|Comedy,"Black Dynamite is the greatest African-American action star of the 1970s. When his only brother is killed by The Man, it's up to him to find justice."
Zola,2020.0,18A,1h 26m,6.5,17K,Comedy|Crime|Drama,A stripper named Zola embarks on a wild road trip to Florida.
Joe Kidd,1972.0,PG,1h 28m,6.4,21K,Drama|Western,An ex-bounty hunter reluctantly helps a wealthy landowner and his henchmen track down a Mexican revolutionary leader.
Buffy the Vampire Slayer,1992.0,PA,1h 26m,5.7,49K,Action|Comedy|Fantasy,Flighty teenage girl Buffy Summers learns that she is her generation's destined battler of vampires.
Wall Street,1987.0,14A,2h 6m,7.3,164K,Crime|Drama,"An impatient young stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless, greedy corporate raider who takes the youth under his wing."
Mad Max Beyond Thunderdome,1985.0,14A,1h 47m,6.2,147K,Action|Adventure|Sci-Fi,"After being exiled from the most advanced town in post apocalyptic Australia, a drifter travels with a group of abandoned children to rebel against the town's queen."
The Square,2017.0,14A,2h 31m,7.1,77K,Comedy|Drama,A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.
We Bought a Zoo,2011.0,PG,2h 4m,7.0,151K,Comedy|Drama|Family,"Set in Southern California, a father moves his young family to the countryside to renovate and re-open a struggling zoo."
Kiss the Girls,1997.0,14A,1h 55m,6.6,81K,Crime|Drama|Mystery,Police hunting for a serial kidnapper are helped when a victim manages to escape for the first time.
Prince of Persia: The Sands of Time,2010.0,PG,1h 56m,6.6,303K,Action|Adventure|Fantasy,A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.
Willy's Wonderland,2021.0,18+,1h 28m,5.5,38K,Action|Comedy|Horror,"A quiet drifter is tricked into a janitorial job at the now condemned Willy's Wonderland. The mundane tasks suddenly become an all-out fight for survival against wave after wave of demonic animatronics. Fists fly, kicks land, titans clash -- and only one side will make it out alive."
A Hip Hop Story,2024.0,,1h 30m,8.5,38,Comedy,A pioneer of the culture joins forces with a few of rap music's elite performers to attempt to save hip hop.
Crank,2006.0,18A,1h 28m,6.9,262K,Action|Crime|Thriller,Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.
The Apartment,1960.0,PG,2h 5m,8.3,195K,Comedy|Drama|Romance,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue."
Smoke Sauna Sisterhood,,,,,,,
Butch Cassidy and the Sundance Kid,1969.0,A,1h 50m,8.0,226K,Biography|Crime|Drama,"In 1890s Wyoming, Butch Cassidy and The Sundance Kid lead a band of outlaws. When a train robbery goes wrong, they find themselves on the run with a posse hard on their heels. After considering their options, they escape to South America."
Dennis the Menace,1993.0,PG,1h 34m,5.7,65K,Comedy|Family,"When his parents must go out of town on business, Dennis stays with Mr. and Mrs. Wilson. He is driving Mr. Wilson crazy, but he is just trying to be helpful, even to the thief who has arrived in town."
G,2009.0,14A,1h 58m,5.7,215K,Action|Adventure|Sci-Fi,"An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer."
Bolt,2008.0,G,1h 36m,6.8,227K,Animation|Adventure|Comedy,The canine star of a fictional sci-fi/action show that believes his powers are real embarks on a cross country trek to save his co-star from a threat he believes is just as real.
I Origins,2014.0,14A,1h 46m,7.3,133K,Drama|Mystery|Romance,A molecular biologist and his laboratory partner uncover evidence that may fundamentally change society as we know it.
The Hate U Give,2018.0,PG,2h 13m,7.5,40K,Crime|Drama,"Starr witnesses the fatal shooting of her childhood best friend Khalil at the hands of a police officer. Now, facing pressure from all sides of the community, Starr must find her voice and stand up for what's right."
"Sex, Lies, and Videotape",1989.0,R,1h 40m,7.2,59K,Drama,A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.
Masterminds,2015.0,PG,1h 35m,5.8,59K,Biography|Comedy|Crime,A guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history. Based on the October 1997 Loomis Fargo robbery.
Blow Out,1981.0,18A,1h 48m,7.4,62K,Crime|Drama|Mystery,A movie sound recordist accidentally records the evidence that proves that a car accident was actually murder and consequently finds himself in danger.
I Am Number Four,2011.0,PG,1h 51m,6.1,246K,Action|Adventure|Sci-Fi,"Aliens and their Guardians are hiding on Earth from intergalactic bounty hunters. They can only be killed in numerical order, and Number Four is next on the list. This is his story."
Star Trek II: The Wrath of Khan,1982.0,PG,1h 53m,7.7,129K,Action|Adventure|Sci-Fi,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon."
The Boat That Rocked,2009.0,14A,2h 15m,7.3,116K,Comedy|Drama|Music,"A band of rogue DJs that captivated Britain, playing the music that defined a generation and standing up to a government that wanted classical music, and nothing else, on the airwaves."
The Lodge,2019.0,14A,1h 48m,6.0,57K,Drama|Horror|Mystery,"A soon-to-be stepmom is snowed in with her fiancé's two children at a remote holiday village. Just as relations begin to thaw between the trio, some strange and frightening events take place."
Day Shift,2022.0,R,1h 53m,6.1,89K,Action|Comedy|Fantasy,"A hard-working, blue-collar dad just wants to provide a good life for his quick-witted 10-year-old daughter. His mundane San Fernando Valley pool cleaning job is a front for his real source of income: hunting and killing vampires."
The Maltese Falcon,1941.0,PG,1h 40m,8.0,166K,Crime|Film-Noir|Mystery,"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar and their quest for a priceless statuette, with the stakes rising after his partner is murdered."
Saint Maud,2019.0,18A,1h 24m,6.7,46K,Drama|Horror|Mystery,A pious nurse becomes dangerously obsessed with saving the soul of her dying patient.
Teen Wolf: The Movie,2023.0,18+,2h 20m,5.5,14K,Action|Drama|Fantasy,"A terrifying evil has emerged. The wolves howl once again, but only a Werewolf like Scott McCall, can gather both new allies and reunite trusted friends to fight back against what could be the most powerful and deadliest enemy."
Alpha Dog,2006.0,18A,2h 2m,6.9,108K,Biography|Crime|Drama,"Johnny and his pals kidnap Jake's 15-year-old brother Zach, then assign his buddy Frankie to be Zach's minder. They develop a brotherly friendship. Zach parties with his captors as things begin to spin out of control."
Kingpin,1996.0,PG,1h 54m,6.9,91K,Comedy|Sport,"A star bowler whose career was prematurely ""cut off"" hopes to ride a new prodigy to success and riches."
Father of the Bride,1991.0,G,1h 45m,6.5,84K,Comedy|Family|Romance,"With his oldest daughter's wedding approaching, a father finds himself reluctant to let go."
Meet the Robinsons,2007.0,G,1h 35m,6.8,110K,Animation|Adventure|Comedy,"Lewis is a brilliant inventor who meets mysterious stranger named Wilbur Robinson, whisking Lewis away in a time machine and together they team up to track down Bowler Hat Guy in a showdown that ends with an unexpected twist of fate."
Swingers,1996.0,14A,1h 36m,7.2,88K,Comedy|Drama,"A wannabe actor has a hard time moving on from a break-up, but he is lucky to have supportive friends."
Paul,2011.0,14A,1h 44m,6.9,265K,Adventure|Comedy|Sci-Fi,Two English comic book geeks traveling across the U.S. encounter an alien outside Area 51.
Snatched a Billionaire to be My Husband,2024.0,,42m,8.4,229,Drama|Fantasy|Romance,"Cora, once a billionaire heiress, is now bankrupt. As she struggles to support her ill mother, a cold-hearted billionaire falls for her, giving Cora a chance at reclaiming her life. They find true love, proving it transcends wealth."
Clerks,1994.0,16+,1h 32m,7.7,231K,Comedy,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof."
The Brave One,2007.0,14A,2h 2m,6.7,63K,Action|Crime|Drama,"Struggling to recover emotionally from a brutal assault that killed her fiancé and left her in a coma, a radio personality begins a quest for vengeance against the perpetrators that leaves a bloody trail across New York City."
Swiss Army Man,2016.0,14A,1h 37m,6.9,133K,Comedy|Drama|Fantasy,"A hopeless man stranded on a deserted island befriends a dead body, and together they go on a surreal journey to get home."
Onward,2020.0,G,1h 42m,7.4,168K,Animation|Adventure|Comedy,"In a magical world full of technological advances, elven brothers Ian and Barley Lightfoot set out on an adventure to resurrect their late father for a day."
Overlord,2018.0,18A,1h 50m,6.6,106K,Action|Horror|Sci-Fi,A small group of American soldiers find horror behind enemy lines on the eve of D-Day.
Significant Other,2022.0,R,1h 24m,5.7,13K,Drama|Horror|Mystery,Follows a young couple who take a remote backpacking trip through the Pacific Northwest and face sinister events leading them to realize that everything about the place is not as it seems.
